inconsistencies,messages_sent,time_for_experimentation
0,4,59.107
0,5,55.120000000000005
0,3,55.17
0,2,47.137
0,4,44.199
0,4,47.165
0,4,40.129999999999995
0,3,55.197
0,4,39.16
0,4,47.146
