inconsistencies,messages_sent,time_for_experimentation
1,8,77.248
7,7,79.25
6,9,79.226
6,6,84.19200000000001
8,10,90.221
8,10,51.194
7,10,79.25800000000001
6,6,93.3
6,8,71.21600000000001
6,8,71.196
