inconsistencies,messages_sent,time_for_experimentation
0,8,73.255
0,7,71.26700000000001
0,9,83.19200000000001
0,6,75.257
0,10,80.266
0,10,88.332
0,10,58.184000000000005
0,6,106.329
0,8,89.24700000000001
15,7,79.19
