inconsistencies,messages_sent,time_for_experimentation
0,8,30.051000000000002
0,9,34.192
0,7,31.108999999999998
0,10,49.188
0,6,22.11
0,6,19.122
0,6,37.18
0,8,16.213
0,8,18.133
0,8,24.166999999999998
