inconsistencies,messages_sent,time_for_experimentation
74,132,1391.964
36,117,1383.9270000000001
18,105,1395.458
14,117,1382.4790000000003
15,124,1351.676
25,122,1333.154
19,122,1321.75
27,135,1313.136
26,141,1398.0359999999998
28,141,1382.0720000000001
