inconsistencies,messages_sent,time_for_experimentation

0,65,281.099
0,64,265.563
0,74,337.10600000000005
0,66,268.099
0,58,258.84299999999996
0,68,281.015
0,65,268.216
0,58,234.108
0,58,255.055
