inconsistencies,messages_sent,time_for_experimentation
54,63,665.649
19,64,668.861
16,54,685.524
40,59,622.6080000000001
19,70,689.782
10,60,603.0740000000001
12,63,655.797
25,68,653.8209999999999
34,65,640.0020000000001
21,70,655.114
