inconsistencies,messages_sent,time_for_experimentation
0,255,1201.9759999999999
0,282,1325.444
0,266,1266.7069999999999
0,271,1268.089
0,269,1236.369
0,269,1300.705
0,265,1167.077
0,247,1223.338
0,231,1067.298
0,241,1107.446
