inconsistencies,messages_sent,time_for_experimentation
688,1009,10013.925000000001
637,937,9993.033
554,938,9902.199
458,972,10216.405999999999
431,951,9973.867000000002
397,927,10137.944000000001
394,956,9966.439
271,994,10055.111
281,1001,10070.687
338,1002,10083.201000000001
