inconsistencies,messages_sent,time_for_experimentation
0,1039,5197.465
0,1111,5451.097
0,1110,5421.061000000001
0,1076,5326.843000000001
0,1097,5338.749
0,1121,5472.072
0,1092,5422.526999999999
0,1054,5204.585999999999
0,1047,5327.15
0,1046,4953.708


