inconsistencies,messages_sent,time_for_experimentation
10,31,316.932
0,34,300.992
0,31,285.151
0,32,318.014
0,41,343.934
0,31,320.166
0,31,288.004
0,30,325.213
0,31,309.15500000000003
0,31,306.904
10,31,313.23
0,34,329.11199999999997
0,31,315.163
0,32,341.069
23,38,301.707
0,31,301.421
18,29,290.92699999999996
0,30,313.142
0,31,346.35699999999997
18,28,279.95399999999995
