inconsistencies,messages_sent,time_for_experimentation
0,33,154.501
0,30,125.49699999999999
0,33,146.50699999999998
0,32,152.569
0,23,133.353
0,33,149.794
0,33,159.66699999999997
0,33,146.57299999999998
12,31,158.446
