inconsistencies,messages_sent,time_for_experimentation
0,16,136.44099999999997
0,14,168.45600000000002
0,16,159.532
0,14,163.50799999999998
0,21,153.474
0,15,164.58
0,15,151.514
0,13,157.52599999999998
0,15,152.53900000000002
0,15,144.45
