inconsistencies,messages_sent,time_for_experimentation
27,16,171.42
10,14,170.42700000000002
11,16,163.52700000000002
12,14,147.465
18,21,155.413
11,15,160.59
8,14,157.45600000000002
9,13,139.484
6,13,142.493
11,15,173.391
