inconsistencies,messages_sent,time_for_experimentation
0,0,97.315
0,16,80.227
0,18,79.405
0,16,75.29899999999999
0,18,79.441
0,11,57.176
0,17,79.40500000000002
0,17,74.285
0,17,105.36
0,17,83.294
