inconsistencies,messages_sent,time_for_experimentation
0,524,2436.232
0,545,2455.036
0,535,2493.55
0,526,2540.145
0,534,2568.238
0,554,2667.149
0,537,2591.029
0,503,2328.989
0,526,2510.558
0,510,2393.067
